cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_nice=0,usage_steal=0,usage_guest=0,usage_system=15.921019745063735,usage_idle=62.434391402149465,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_user=21.644588852786804 1592318260000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_system=10.3,usage_idle=73.9,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_user=15.8,usage_nice=0,usage_iowait=0,usage_steal=0,usage_guest=0 1592318260000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_system=19.68031968031968,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_guest_nice=0,usage_user=25.674325674325676,usage_idle=54.645354645354644,usage_irq=0,usage_steal=0,usage_guest=0 1592318260000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_idle=71.67167167167167,usage_softirq=0,usage_guest=0,usage_system=11.21121121121121,usage_nice=0,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest_nice=0,usage_user=17.117117117117118 1592318260000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_user=28,usage_idle=49.6,usage_guest=0,usage_guest_nice=0,usage_system=22.4,usage_nice=0,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_steal=0 1592318260000000000

mem,host=andersonui-MacBookAir.local sunreclaim=0i,write_back=0i,used=6435778560i,free=62009344i,commit_limit=0i,dirty=0i,page_tables=0i,total=8589934592i,available=2154156032i,available_percent=25.07767677307129,high_total=0i,shared=0i,cached=0i,wired=2402398208i,vmalloc_total=0i,buffered=0i,slab=0i,used_percent=74.92232322692871,swap_cached=0i,vmalloc_used=0i,huge_page_size=0i,low_free=0i,low_total=0i,mapped=0i,swap_free=0i,active=2141204480i,committed_as=0i,vmalloc_chunk=0i,inactive=2092146688i,high_free=0i,huge_pages_free=0i,write_back_tmp=0i,huge_pages_total=0i,sreclaimable=0i,swap_total=0i 1592318260000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_irq=0,usage_guest=0,usage_idle=46.65,usage_iowait=0,usage_nice=0,usage_softirq=0,usage_steal=0,usage_guest_nice=0,usage_user=37.375,usage_system=15.975 1592318270000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_nice=0,usage_irq=0,usage_steal=0,usage_guest=0,usage_system=10.2,usage_idle=56,usage_softirq=0,usage_guest_nice=0,usage_user=33.8,usage_iowait=0 1592318270000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_nice=0,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest_nice=0,usage_user=39.7,usage_system=20.2,usage_idle=40.1,usage_softirq=0,usage_guest=0 1592318270000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_nice=0,usage_iowait=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=35.66433566433567,usage_idle=52.747252747252745,usage_irq=0,usage_softirq=0,usage_system=11.588411588411589 1592318270000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_guest=0,usage_guest_nice=0,usage_system=22,usage_idle=37.7,usage_nice=0,usage_iowait=0,usage_irq=0,usage_user=40.3,usage_softirq=0,usage_steal=0 1592318270000000000

mem,host=andersonui-MacBookAir.local sreclaimable=0i,available=2549301248i,mapped=0i,low_free=0i,page_tables=0i,swap_free=0i,vmalloc_chunk=0i,used=6040633344i,buffered=0i,total=8589934592i,dirty=0i,huge_page_size=0i,huge_pages_total=0i,sunreclaim=0i,swap_total=0i,write_back_tmp=0i,active=2251849728i,committed_as=0i,slab=0i,high_free=0i,vmalloc_used=0i,write_back=0i,cached=0i,wired=2283520000i,huge_pages_free=0i,shared=0i,swap_cached=0i,commit_limit=0i,high_total=0i,vmalloc_total=0i,used_percent=70.32222747802734,available_percent=29.677772521972656,low_total=0i,free=330448896i,inactive=2218852352i 1592318270000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_system=10.127531882970743,usage_idle=76.0190047511878,usage_nice=0,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_user=13.85346336584146,usage_steal=0,usage_guest=0,usage_guest_nice=0 1592318280000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_guest_nice=0,usage_irq=0,usage_steal=0,usage_idle=85.3,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_guest=0,usage_user=8.9,usage_system=5.8 1592318280000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_steal=0,usage_user=17.9,usage_system=13,usage_idle=69.1,usage_nice=0,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_guest=0 1592318280000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_softirq=0,usage_system=6.706706706706707,usage_idle=81.78178178178179,usage_nice=0,usage_iowait=0,usage_irq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=11.511511511511511 1592318280000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_guest=0,usage_user=17.1,usage_nice=0,usage_irq=0,usage_softirq=0,usage_steal=0,usage_system=15,usage_idle=67.9,usage_iowait=0,usage_guest_nice=0 1592318280000000000

mem,host=andersonui-MacBookAir.local write_back=0i,cached=0i,swap_free=0i,high_free=0i,shared=0i,available_percent=29.83541488647461,committed_as=0i,huge_pages_total=0i,sreclaimable=0i,swap_cached=0i,write_back_tmp=0i,slab=0i,huge_pages_free=0i,inactive=2325917696i,total=8589934592i,free=236924928i,vmalloc_total=0i,used_percent=70.16458511352539,page_tables=0i,dirty=0i,vmalloc_chunk=0i,wired=2186358784i,commit_limit=0i,buffered=0i,active=2370498560i,huge_page_size=0i,low_free=0i,mapped=0i,swap_total=0i,available=2562842624i,used=6027091968i,vmalloc_used=0i,sunreclaim=0i,high_total=0i,low_total=0i 1592318280000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_nice=0,usage_irq=0,usage_softirq=0,usage_guest_nice=0,usage_guest=0,usage_user=12.553138284571142,usage_system=8.952238059514878,usage_idle=78.49462365591398,usage_iowait=0,usage_steal=0 1592318290000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_system=4.104104104104104,usage_irq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=8.108108108108109,usage_idle=87.78778778778779,usage_nice=0,usage_iowait=0,usage_softirq=0 1592318290000000000

mem,host=andersonui-MacBookAir.local used_percent=70.75510025024414,available_percent=29.24489974975586,write_back_tmp=0i,sunreclaim=0i,swap_free=0i,free=142008320i,buffered=0i,slab=0i,dirty=0i,huge_pages_free=0i,page_tables=0i,vmalloc_chunk=0i,shared=0i,vmalloc_total=0i,used=6077816832i,cached=0i,wired=2208763904i,high_free=0i,high_total=0i,huge_page_size=0i,vmalloc_used=0i,active=2413170688i,inactive=2370109440i,low_free=0i,mapped=0i,write_back=0i,committed_as=0i,low_total=0i,sreclaimable=0i,swap_cached=0i,swap_total=0i,total=8589934592i,available=2512117760i,commit_limit=0i,huge_pages_total=0i 1592318290000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_user=16.1,usage_system=11.8,usage_softirq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_idle=72.1,usage_nice=0,usage_iowait=0,usage_irq=0 1592318290000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_nice=0,usage_steal=0,usage_system=6.4,usage_idle=83.3,usage_irq=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_user=10.3,usage_iowait=0 1592318290000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_steal=0,usage_user=15.7,usage_iowait=0,usage_nice=0,usage_irq=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_system=13.5,usage_idle=70.8 1592318290000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_guest=0,usage_guest_nice=0,usage_system=6.923269182704324,usage_iowait=0,usage_softirq=0,usage_steal=0,usage_user=8.097975506123468,usage_idle=84.97875531117221,usage_nice=0,usage_irq=0 1592318300000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_idle=92.8071928071928,usage_irq=0,usage_guest=0,usage_guest_nice=0,usage_user=4.195804195804196,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_steal=0,usage_system=2.997002997002997 1592318300000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_user=10.4,usage_idle=80.9,usage_nice=0,usage_iowait=0,usage_irq=0,usage_guest=0,usage_system=8.7,usage_softirq=0,usage_steal=0,usage_guest_nice=0 1592318300000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_system=5.2,usage_irq=0,usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=7,usage_idle=87.8,usage_nice=0,usage_iowait=0,usage_softirq=0 1592318300000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_user=10.8,usage_irq=0,usage_softirq=0,usage_guest=0,usage_steal=0,usage_guest_nice=0,usage_system=10.8,usage_idle=78.4,usage_nice=0,usage_iowait=0 1592318300000000000

mem,host=andersonui-MacBookAir.local huge_pages_free=0i,mapped=0i,swap_total=0i,total=8589934592i,dirty=0i,vmalloc_used=0i,available=2497175552i,huge_page_size=0i,inactive=2369695744i,used_percent=70.92905044555664,commit_limit=0i,high_free=0i,low_total=0i,swap_cached=0i,free=127479808i,active=2466394112i,swap_free=0i,write_back=0i,committed_as=0i,page_tables=0i,shared=0i,write_back_tmp=0i,cached=0i,huge_pages_total=0i,available_percent=29.07094955444336,used=6092759040i,buffered=0i,low_free=0i,sreclaimable=0i,sunreclaim=0i,wired=2169913344i,high_total=0i,vmalloc_total=0i,slab=0i,vmalloc_chunk=0i 1592318300000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_irq=0,usage_steal=0,usage_guest_nice=0,usage_user=6.848287928017996,usage_system=6.748312921769558,usage_idle=86.40339915021245,usage_nice=0,usage_iowait=0,usage_softirq=0,usage_guest=0 1592318310000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_user=3.6,usage_iowait=0,usage_softirq=0,usage_steal=0,usage_guest=0,usage_system=2.9,usage_idle=93.5,usage_nice=0,usage_irq=0,usage_guest_nice=0 1592318310000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_irq=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_user=8.3,usage_iowait=0,usage_nice=0,usage_steal=0,usage_system=8.2,usage_idle=83.5 1592318310000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_guest=0,usage_guest_nice=0,usage_user=6.393606393606394,usage_irq=0,usage_softirq=0,usage_steal=0,usage_system=5.294705294705294,usage_idle=88.31168831168831,usage_nice=0,usage_iowait=0 1592318310000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_irq=0,usage_steal=0,usage_system=10.6,usage_idle=80.3,usage_iowait=0,usage_guest=0,usage_guest_nice=0,usage_user=9.1,usage_nice=0,usage_softirq=0 1592318310000000000

mem,host=andersonui-MacBookAir.local used=6070833152i,used_percent=70.67379951477051,sreclaimable=0i,swap_total=0i,vmalloc_used=0i,write_back=0i,write_back_tmp=0i,total=8589934592i,commit_limit=0i,high_total=0i,low_total=0i,sunreclaim=0i,available=2519101440i,buffered=0i,inactive=2384879616i,available_percent=29.326200485229492,vmalloc_chunk=0i,vmalloc_total=0i,huge_page_size=0i,shared=0i,swap_cached=0i,active=2460434432i,wired=2155008000i,huge_pages_free=0i,swap_free=0i,dirty=0i,huge_pages_total=0i,low_free=0i,mapped=0i,free=134221824i,cached=0i,slab=0i,committed_as=0i,high_free=0i,page_tables=0i 1592318310000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_idle=69.875,usage_iowait=0,usage_softirq=0,usage_guest=0,usage_user=18.925,usage_system=11.2,usage_nice=0,usage_irq=0,usage_steal=0,usage_guest_nice=0 1592318320000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_system=6.406406406406407,usage_nice=0,usage_irq=0,usage_steal=0,usage_guest=0,usage_user=13.813813813813814,usage_idle=79.77977977977977,usage_iowait=0,usage_softirq=0,usage_guest_nice=0 1592318320000000000

cpu,cpu=cpu2,host=andersonui-MacBookAir.local usage_idle=64,usage_iowait=0,usage_irq=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_user=22.1,usage_system=13.9,usage_nice=0,usage_steal=0 1592318320000000000

mem,host=andersonui-MacBookAir.local high_free=0i,inactive=2313048064i,slab=0i,available_percent=27.86245346069336,low_total=0i,total=8589934592i,active=2361884672i,committed_as=0i,huge_pages_total=0i,page_tables=0i,shared=0i,used_percent=72.13754653930664,dirty=0i,high_total=0i,write_back_tmp=0i,cached=0i,buffered=0i,vmalloc_total=0i,swap_cached=0i,vmalloc_chunk=0i,write_back=0i,used=6196568064i,wired=2381099008i,low_free=0i,huge_pages_free=0i,mapped=0i,sunreclaim=0i,swap_total=0i,vmalloc_used=0i,available=2393366528i,free=80318464i,commit_limit=0i,swap_free=0i,huge_page_size=0i,sreclaimable=0i 1592318320000000000

cpu,cpu=cpu1,host=andersonui-MacBookAir.local usage_steal=0,usage_guest=0,usage_guest_nice=0,usage_user=15.7,usage_system=8.1,usage_nice=0,usage_softirq=0,usage_idle=76.2,usage_iowait=0,usage_irq=0 1592318320000000000

cpu,cpu=cpu0,host=andersonui-MacBookAir.local usage_steal=0,usage_user=24.075924075924075,usage_system=16.383616383616385,usage_iowait=0,usage_softirq=0,usage_guest=0,usage_guest_nice=0,usage_idle=59.54045954045954,usage_nice=0,usage_irq=0 1592318320000000000

cpu,cpu=cpu-total,host=andersonui-MacBookAir.local usage_nice=0,usage_iowait=0,usage_softirq=0,usage_guest_nice=0,usage_user=11.358518889166875,usage_system=10.282712034025518,usage_steal=0,usage_guest=0,usage_idle=78.3587690768076,usage_irq=0 1592318330000000000

cpu,cpu=cpu3,host=andersonui-MacBookAir.local usage_system=5.3,usage_idle=88,usage_nice=0,usage_softirq=0,usage_steal=0,usage_user=6.7,usage_iowait=0,usage_irq=0,usage_guest=0,usage_guest_nice=0 1592318330000000000

